Name,Critic_Score,User_Score,Platform
Klonoa,77,8.7,WII
Guitar Hero: Metallica,85,8.7,WII
The House of the Dead: Overkill,78,8.7,WII
Biology Battle,69,8.7,X360
Shaun White Snowboarding: Road Trip,78,8.7,WII
Valkyria Chronicles,86,8.7,PS3
BioShock,94,8.7,PS3
Midnight Club: LA Remix,79,8.7,PSP
Dead Space,89,8.7,X360
World of Goo,94,8.7,WII
King's Bounty: The Legend,79,8.7,PC
Multiwinia: Survival of the Flattest,76,8.7,PC
Tiger Woods PGA Tour 09 All-Play,81,8.7,WII
MLB Power Pros 2008,79,8.7,WII
Hot Shots Golf: Open Tee 2,82,8.7,PSP
Crisis Core: Final Fantasy VII,83,8.7,PSP
MLB 08: The Show,85,8.7,PS3
Savage 2: A Tortured Soul,75,8.7,PC
Mass Effect,91,8.7,X360
Fire Emblem: Radiant Dawn,78,8.7,WII
Speedball 2: Brutal Deluxe,64,8.7,X360
Heroes of Might and Magic V: Tribes of the East,70,8.7,PC
Garfield's Nightmare,70,8.7,DS
Sonic the Hedgehog (Live Arcade),77,8.7,X360
Project Sylpheed: Arc of Deception,64,8.7,X360
Raw Danger!,63,8.7,PS2
Castlevania: Symphony of the Night,89,8.7,X360
Battlefield 2142: Northern Strike,77,8.7,PC
Geometry Wars: Retro Evolved,76,8.7,PC
WWE SmackDown vs. Raw 2007,80,8.7,PS2
Dark Messiah of Might and Magic,72,8.7,PC
FIFA 07 Soccer,80,8.7,PSP
FIFA 07 Soccer,85,8.7,XBOX
GTR 2,90,8.7,PC
Naruto: Clash of Ninja 2,74,8.7,GC
Samurai Warriors 2,52,8.7,X360
LocoRoco,83,8.7,PSP
Xenosaga Episode III: Also sprach Zarathustra,81,8.7,PS2
Madden NFL 07,83,8.7,XBOX
FlatOut 2,76,8.7,PC
NCAA Football 07,87,8.7,PS2
Cars,71,8.7,PS2
Hitman: Blood Money,82,8.7,X360
Kao the Kangaroo Round 2,58,8.7,PS2
Me & My Katamari,75,8.7,PSP
The Elder Scrolls IV: Oblivion,94,8.7,X360
The Sims 2: Open for Business,78,8.7,PC
Command & Conquer: The First Decade,71,8.7,PC
MVP 06 NCAA Baseball,76,8.7,PS2
Mega Man X Collection,75,8.7,GC
NBA 2K6,81,8.7,X360
Need for Speed Most Wanted,80,8.7,GC
Guitar Hero,91,8.7,PS2
Greg Hastings' Tournament Paintball Max'd,69,8.7,XBOX
Sniper Elite,76,8.7,PS2
Tony Hawk's American Wasteland,77,8.7,PS2
Marvel Nemesis: Rise of the Imperfects,58,8.7,PSP
Mega Man Zero 4,77,8.7,GBA
NBA 2K6,84,8.7,XBOX
Ninja Gaiden Black,94,8.7,XBOX
Mortal Kombat: Shaolin Monks,77,8.7,PS2
Mario Superstar Baseball,76,8.7,GC
Grand Theft Auto: San Andreas,93,8.7,XBOX
Hot Shots Golf: Open Tee,81,8.7,PSP
Predator: Concrete Jungle,47,8.7,PS2
Dynasty Warriors 5,69,8.7,PS2
Tom Clancy's Splinter Cell: Chaos Theory,92,8.7,PC
Tekken 5,88,8.7,PS2
MVP Baseball 2005,88,8.7,GC
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,66,8.7,GBA
NBA Street V3,89,8.7,XBOX
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,90,8.7,PC
Battle Assault 3 featuring Gundam Seed,48,8.7,PS2
Need for Speed Underground 2,77,8.7,XBOX
Gretzky NHL 2005,66,8.7,PS2
Jak 3,84,8.7,PS2
WWE SmackDown! vs. Raw,80,8.7,PS2
Dead or Alive Ultimate,83,8.7,XBOX
Classic NES Series: Castlevania,74,8.7,GBA
Classic NES Series: Metroid,58,8.7,GBA
FIFA Soccer 2005,81,8.7,XBOX
Armored Core: Nexus,73,8.7,PS2
ESPN NBA 2K5,85,8.7,XBOX
Star Wars: Battlefront,82,8.7,PS2
"Warhammer 40,000: Dawn of War",86,8.7,PC
Disney's Kim Possible 2: Drakken's Demise,77,8.7,GBA
Pokemon FireRed Version,81,8.7,GBA
Dynasty Warriors 4: Empires,71,8.7,PS2
Gallop Racer 2004,70,8.7,PS2
Pro Fishing Challenge,62,8.7,XBOX
Street Fighter Anniversary Collection,78,8.7,PS2
Street Racing Syndicate,64,8.7,GC
Test Drive: Eve of Destruction,72,8.7,XBOX
Ghosthunter,69,8.7,PS2
Pure Pinball,68,8.7,XBOX
Way of the Samurai 2,59,8.7,PS2
Starshatter,71,8.7,PC
Mario Golf: Advance Tour,84,8.7,GBA
Front Mission 4,75,8.7,PS2
Joint Operations: Typhoon Rising,82,8.7,PC
Harry Potter and the Prisoner of Azkaban,70,8.7,PS2
ESPN Major League Baseball,79,8.7,PS2
Fight Night 2004,85,8.7,PS2
Final Fantasy Crystal Chronicles,80,8.7,GC
R-Type Final,79,8.7,PS2
NFL Street,81,8.7,XBOX
Counter-Strike: Condition Zero,65,8.7,PC
The King of Fighters EX2: Howling Blood,80,8.7,GBA
The King of Fighters 2000/2001,71,8.7,PS2
Resident Evil Code: Veronica X,62,8.7,GC
Beyond Good & Evil,83,8.7,PC
Tokyo Xtreme Racer 3,63,8.7,PS2
Need for Speed Underground,85,8.7,PS2
Project Gotham Racing 2,90,8.7,XBOX
Onimusha Tactics,64,8.7,GBA
SOCOM II: U.S. Navy SEALs,87,8.7,PS2
Patrician III: Rise of the Hanse,75,8.7,PC
SpongeBob SquarePants: Battle for Bikini Bottom,71,8.7,PS2
The Elder Scrolls III: Morrowind Game of the Year Edition,88,8.7,XBOX
Tony Hawk's Underground,90,8.7,PS2
Karaoke Revolution,83,8.7,PS2
Tak and the Power of Juju,68,8.7,PS2
Mega Man Zero 2,81,8.7,GBA
Age of Mythology: The Titans,84,8.7,PC
Warrior Kings: Battles,64,8.7,PC
NBA Jam 2004,67,8.7,PS2
WWE WrestleMania XIX,76,8.7,GC
ESPN NFL Football,91,8.7,XBOX
NFL GameDay 2004,65,8.7,PS2
NCAA Football 2004,94,8.7,PS2
NCAA Football 2004,88,8.7,XBOX
Speed Kings,61,8.7,PS2
NBA Street Vol. 2,89,8.7,XBOX
Burnout 2: Point of Impact,89,8.7,GC
Hamtaro: Ham Ham Heartbreak,72,8.7,GBA
Def Jam Vendetta,80,8.7,PS2
Vietcong (2003),74,8.7,PC
Primal,73,8.7,PS2
World Series Baseball 2K3,87,8.7,PS2
Jurassic Park: Operation Genesis,72,8.7,PC
Mega Man & Bass,79,8.7,GBA
Indiana Jones and the Emperor's Tomb,73,8.7,XBOX
Pride FC: Fighting Championships,73,8.7,PS2
Guilty Gear X2,87,8.7,PS2
Skies of Arcadia Legends,84,8.7,GC
SimCity 4,84,8.7,PC
Dead to Rights,77,8.7,GC
Europa 1400: The Guild,82,8.7,PC
Mortal Kombat: Deadly Alliance,81,8.7,GC
Mortal Kombat: Deadly Alliance,79,8.7,PS2
NASCAR: Dirt to Daytona,84,8.7,PS2
Resident Evil 0,83,8.7,GC
ATV Offroad Fury 2,82,8.7,PS2
TimeSplitters 2,88,8.7,GC
X-Men: Next Dimension,61,8.7,PS2
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,91,8.7,PC
NASCAR Thunder 2003,84,8.7,PS2
Dynasty Warriors 3,70,8.7,XBOX
Geoff Crammond's Grand Prix 4,77,8.7,PC
Mobile Suit Gundam: Federation vs. Zeon,73,8.7,PS2
Romance of the Three Kingdoms VII,72,8.7,PS2
Aggressive Inline,85,8.7,PS2
Test Drive,71,8.7,XBOX
World Rally Championship,80,8.7,PS2
Gauntlet: Dark Legacy,60,8.7,GC
Gitaroo Man,82,8.7,PS2
Maximo: Ghosts to Glory,84,8.7,PS2
Genma Onimusha,83,8.7,XBOX
Disciples II: Dark Prophecy,84,8.7,PC
Mobile Suit Gundam: Zeonic Front,71,8.7,PS2
Hoshigami: Ruining Blue Earth,62,8.7,PS
SSX Tricky,88,8.7,XBOX
Pikmin,89,8.7,GC
Gothic,81,8.7,PC
Harvest Moon: Save the Homeland,76,8.7,PS2
Return to Castle Wolfenstein,88,8.7,PC
IL-2 Sturmovik,91,8.7,PC
NHL Hitz 20-02,79,8.7,XBOX
Shaun Palmer's Pro Snowboarder,64,8.7,PS2
Kohan: Ahriman's Gift,79,8.7,PC
Aliens Versus Predator 2,85,8.7,PC
Smuggler's Run 2: Hostile Territory,77,8.7,PS2
Arcanum: Of Steamworks and Magick Obscura,81,8.7,PC
Gallop Racer 2001,71,8.7,PS2
Soldier of Fortune,70,8.7,DC
Startopia,86,8.7,PC
ChuChu Rocket!,84,8.7,GBA
Project Justice,80,8.7,DC
Metal Slug X,85,8.7,PS
Oni,73,8.7,PC
Sea Dogs,71,8.7,PC
Blade,51,8.7,PS
WWF SmackDown! 2: Know Your Role,90,8.7,PS
Dirt Track Racing: Sprint Cars,78,8.7,PC
Midtown Madness 2,78,8.7,PC
Tenchu 2: Birth of the Stealth Assassins,77,8.7,PS
Test Drive V-Rally,86,8.7,DC
Shogun: Total War,84,8.7,PC
Medal of Honor,92,8.7,PS
Resident Evil 2,89,8.7,N64
SoulCalibur,98,8.7,DC
Total Annihilation: Kingdoms,74,8.7,PC
Super Smash Bros.,79,8.7,N64
Need for Speed: High Stakes,86,8.7,PS
Syphon Filter,90,8.7,PS
F-Zero X,85,8.7,N64
Einhander,89,8.7,PS
Myth: The Fallen Lords,91,8.7,PC
Age of Empires,83,8.7,PC
The Last Express,82,8.7,PC
Diablo,94,8.7,PC
Tekken 2,89,8.7,PS
Child of Light,85,8.6,Switch
Mega Man 11,80,8.6,Switch
Wandersong,85,8.6,Switch
Dead Cells,90,8.6,Switch
Bloodstained: Curse of the Moon,82,8.6,Switch
Donkey Kong Country: Tropical Freeze,86,8.6,Switch
Arktika.1,71,8.6,PC
SteamWorld Dig 2,88,8.6,Switch
Super Cloudbuilt,74,8.6,XONE
Gigantic,74,8.6,XONE
Disgaea 5 Complete,81,8.6,Switch
Fire Emblem Echoes: Shadows of Valentia,81,8.6,3DS
Mario Kart 8 Deluxe,92,8.6,Switch
Nioh,88,8.6,PS4
OneShot,81,8.6,PC
BioShock: The Collection,84,8.6,PS4
BioShock: The Collection,84,8.6,XONE
Pac-Man Championship Edition 2,77,8.6,XONE
Axiom Verge,89,8.6,WIIU
INSIDE,87,8.6,PC
Ratchet & Clank,85,8.6,PS4
Stardew Valley,89,8.6,PC
FAST Racing NEO,81,8.6,WIIU
Thea: The Awakening,73,8.6,PC
The Legend of Heroes: Trails in the Sky SC,80,8.6,PC
Life is Strange,85,8.6,PS4
Life is Strange: Episode 5 - Polarized,80,8.6,XONE
Uncharted: The Nathan Drake Collection,86,8.6,PS4
Life is Strange: Episode 4 - Dark Room,76,8.6,PC
Rocket League,85,8.6,PS4
Devil May Cry 4: Special Edition,72,8.6,PC
Ori and the Blind Forest,88,8.6,XONE
The Evil Within: The Assignment,80,8.6,PS4
Monster Hunter 4 Ultimate,86,8.6,3DS
Life is Strange: Episode 1 - Chrysalis,77,8.6,PC
Captain Toad: Treasure Tracker,81,8.6,WIIU
Pokemon Omega Ruby,83,8.6,3DS
Tears to Tiara II: Heir of the Overlord,65,8.6,PS3
Super Smash Bros. for Nintendo 3DS,85,8.6,3DS
Age of Wonders III - Golden Realms,82,8.6,PC
Valiant Hearts: The Great War,79,8.6,PC
The Wolf Among Us: Episode 3 - A Crooked Mile,82,8.6,PC
South Park: The Stick of Truth,85,8.6,PC
The Walking Dead: Season Two Episode 1 - All That Remains,80,8.6,X360
Pokemon X,87,8.6,3DS
Pokemon Y,88,8.6,3DS
Gas Guzzlers Extreme,73,8.6,PC
The Wonderful 101,78,8.6,WIIU
Kingdom Hearts HD 1.5 ReMIX,77,8.6,PS3
Brothers: A Tale of Two Sons,90,8.6,PC
Brothers: A Tale of Two Sons,85,8.6,PS3
The Walking Dead: A Telltale Games Series - The Complete First Season,82,8.6,VITA
Tales of Xillia,78,8.6,PS3
Sid Meier's Civilization V: Brave New World,85,8.6,PC
Metro: Last Light,82,8.6,PC
BioShock Infinite,94,8.6,PC
Tomb Raider,86,8.6,X360
Far Cry 3,91,8.6,X360
Dark Souls: Artorias of the Abyss,89,8.6,X360
Hotline Miami,85,8.6,PC
LittleBigPlanet PS Vita,88,8.6,VITA
The Walking Dead: Episode 2 - Starved for Help,84,8.6,PC
The Walking Dead: Episode 2 - Starved for Help,84,8.6,X360
Gravity Rush,83,8.6,VITA
The Walking Dead: A Telltale Games Series,92,8.6,X360
Devil May Cry HD Collection,74,8.6,PS3
Kirby's Return to Dream Land,77,8.6,WII
The ICO & Shadow of the Colossus Collection,92,8.6,PS3
Terraria,83,8.6,PC
Dead Space 2,90,8.6,X360
Lost in Shadow,68,8.6,WII
Fluidity,86,8.6,WII
Auditorium HD,79,8.6,PS3
Guwange,76,8.6,X360
Fallout: New Vegas,84,8.6,PC
Sengoku Basara: Samurai Heroes,65,8.6,WII
Final Fantasy: The 4 Heroes of Light,71,8.6,DS
Amnesia: The Dark Descent,85,8.6,PC
Dragon Quest IX: Sentinels of the Starry Skies,87,8.6,DS
Phoenix Wright: Ace Attorney - Trials and Tribulations,67,8.6,WII
Perfect Dark,79,8.6,X360
Racquet Sports,51,8.6,WII
Battlefield: Bad Company 2,88,8.6,X360
Battlefield: Bad Company 2,88,8.6,PS3
Endless Ocean: Blue World,76,8.6,WII
Final Fantasy Crystal Chronicles: The Crystal Bearers,66,8.6,WII
King's Bounty: Armored Princess,82,8.6,PC
Assassin's Creed II,91,8.6,PS3
Left 4 Dead 2,89,8.6,X360
A Boy and His Blob,80,8.6,WII
Pokemon Mystery Dungeon: Explorers of Sky,54,8.6,DS
MotorStorm Arctic Edge,79,8.6,PSP
The Beatles: Rock Band,89,8.6,X360
Mini Ninjas,73,8.6,PS3
Dissidia: Final Fantasy,79,8.6,PSP
Harvest Moon: Magical Melody,69,8.6,WII
Trials HD,86,8.6,X360
Little King's Story,87,8.6,WII
Nancy Drew: The Ransom of the Seven Ships,78,8.6,PC
Garou: Mark of the Wolves,77,8.6,X360
Rock Band Unplugged,79,8.6,PSP
Punch-Out!!,86,8.6,WII
Killing Floor,72,8.6,PC
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",72,8.6,PC
New Play Control! Donkey Kong Jungle Beat,78,8.6,WII
Excitebots: Trick Racing,77,8.6,WII
DCS: Black Shark,82,8.6,PC
Braid,90,8.6,PC
Rhythm Heaven,83,8.6,DS
MadWorld,81,8.6,WII
New Play Control! Pikmin,77,8.6,WII
The King of Fighters '98 Ultimate Match,73,8.6,PS2
Stoked,68,8.6,X360
flower,87,8.6,PS3
Sonic's Ultimate Genesis Collection,80,8.6,PS3
Sonic's Ultimate Genesis Collection,79,8.6,X360
Deadly Creatures,72,8.6,WII
Crash Commando,78,8.6,PS3
Shin Megami Tensei: Persona 4,90,8.6,PS2
Europa Universalis: Rome - Vae Victis,79,8.6,PC
Skate It,70,8.6,WII
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,81,8.6,WII
WWE SmackDown vs. Raw 2009,79,8.6,WII
Spider-Man: Web of Shadows,68,8.6,X360
Tetris Party,86,8.6,WII
Supersonic Acrobatic Rocket-Powered Battle-Cars,67,8.6,PS3
LEGO Batman: The Videogame,77,8.6,PS2
Mount & Blade,72,8.6,PC
Tales of Vesperia,79,8.6,X360
Final Fantasy Tactics A2: Grimoire of the Rift,80,8.6,DS
Mass Effect,89,8.6,PC
Dr. Mario Online RX,72,8.6,WII
Boom Blox,85,8.6,WII
Naruto: Ultimate Ninja 3,75,8.6,PS2
Hot Shots Golf: Out of Bounds,81,8.6,PS3
God of War: Chains of Olympus,91,8.6,PSP
Penumbra: Black Plague,78,8.6,PC
Wipeout Pulse,82,8.6,PSP
Culdcept Saga,75,8.6,X360
Advance Wars: Days of Ruin,86,8.6,DS
Final Fantasy XII: Revenant Wings,81,8.6,DS
Fire Pro Wrestling Returns,78,8.6,PS2
Buzz! The Mega Quiz,75,8.6,PS2
Zack & Wiki: Quest for Barbaros' Treasure,87,8.6,WII
Buzz! Junior: Jungle Party,70,8.6,PS2
Company of Heroes: Opposing Fronts,87,8.6,PC
Sid Meier's Civilization IV: Beyond the Sword,86,8.6,PC
Crush,83,8.6,PSP
Odin Sphere,83,8.6,PS2
Tokyo Xtreme Racer DRIFT 2,46,8.6,PS2
The Godfather: Blackhand Edition,77,8.6,WII
Formula One Championship Edition,74,8.6,PS3
Samurai Warriors 2 Empires,53,8.6,X360
MLB 07: The Show,83,8.6,PS2
NCAA March Madness 07,63,8.6,PS2
Brothers in Arms: D-Day,65,8.6,PSP
Bionicle Heroes,52,8.6,PS2
Dragon Ball Z: Budokai Tenkaichi 2,73,8.6,PS2
Guild Wars Nightfall,84,8.6,PC
Justice League Heroes,68,8.6,PS2
Summon Night: Swordcraft Story 2,79,8.6,GBA
Scarface: The World Is Yours,75,8.6,PS2
NBA 2K7,83,8.6,XBOX
LEGO Star Wars II: The Original Trilogy,83,8.6,PSP
Lego Star Wars II: The Original Trilogy,84,8.6,GC
Rule of Rose,59,8.6,PS2
Valkyrie Profile: Lenneth,80,8.6,PSP
Gradius Collection,76,8.6,PSP
Half-Life 2: Episode One,87,8.6,PC
X-Men: The Official Game,55,8.6,GBA
Tokyo Xtreme Racer DRIFT,59,8.6,PS2
Auto Assault,72,8.6,PC
Tourist Trophy,74,8.6,PS2
Daemonica,65,8.6,PC
Beatmania,67,8.6,PS2
Daxter,85,8.6,PSP
Red Orchestra: Ostfront 41-45,81,8.6,PC
Arena Football,66,8.6,PS2
MVP 06 NCAA Baseball,75,8.6,XBOX
Animal Crossing: Wild World,86,8.6,DS
Super Mario Strikers,76,8.6,GC
Geometry Wars: Retro Evolved,86,8.6,X360
Peter Jackson's King Kong: The Official Game of the Movie,82,8.6,XBOX
Dance Dance Revolution Ultramix 3,75,8.6,XBOX
Mario Kart DS,91,8.6,DS
SOCOM: U.S. Navy SEALs Fireteam Bravo,82,8.6,PSP
Star Wars: Battlefront II,78,8.6,PC
Disney's Chicken Little,60,8.6,PS2
Zoo Tycoon 2: Endangered Species,64,8.6,PC
Fable: The Lost Chapters,83,8.6,XBOX
World Poker Tour,60,8.6,PS2
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,65,8.6,PS2
Brothers in Arms: Earned in Blood,85,8.6,XBOX
Conflict: Global Terror,62,8.6,PS2
Heroes of the Pacific,76,8.6,XBOX
Fable: The Lost Chapters,83,8.6,PC
Genji: Dawn of the Samurai,74,8.6,PS2
X-Men Legends II: Rise of Apocalypse,80,8.6,PC
MediEvil: Resurrection,66,8.6,PSP
The Incredible Hulk: Ultimate Destruction,83,8.6,PS2
Advent Rising,70,8.6,PC
Harvest Moon: More Friends of Mineral Town,82,8.6,GBA
Killer7,74,8.6,GC
Falcon 4.0: Allied Force,90,8.6,PC
Mobile Suit Gundam: Gundam vs. Zeta Gundam,57,8.6,PS2
Psychonauts,86,8.6,PS2
TrackMania Sunrise,82,8.6,PC
GTR: FIA GT Racing Game,85,8.6,PC
SWAT 4,85,8.6,PC
Lego Star Wars,75,8.6,GBA
MLB 2006,81,8.6,PS2
Rugby 2005,71,8.6,PS2
Star Wars: Republic Commando,78,8.6,PC
Gran Turismo 4,89,8.6,PS2
MVP Baseball 2005,87,8.6,PS2
The King of Fighters 02/03,73,8.6,PS2
Hearts of Iron II,83,8.6,PC
Worldwide Soccer Manager 2005,89,8.6,PC
Star Wars: Knights of the Old Republic II: The Sith Lords,86,8.6,XBOX
The Lord of the Rings: The Battle for Middle-Earth,82,8.6,PC
Call of Duty: Finest Hour,74,8.6,GC
Need for Speed Underground 2,82,8.6,PS2
Need for Speed: Underground 2,82,8.6,PC
Samurai Warriors: Xtreme Legends,72,8.6,PS2
Sonic Mega Collection Plus,73,8.6,PS2
Ty the Tasmanian Tiger 2: Bush Rescue,70,8.6,GC
Tony Hawk's Underground 2,83,8.6,PS2
Rocky: Legends,65,8.6,PS2
Gradius V,82,8.6,PS2
Terminator 3: The Redemption,66,8.6,XBOX
Street Racing Syndicate,66,8.6,XBOX
Echo Night Beyond,60,8.6,PS2
Soldiers: Heroes of World War II,77,8.6,PC
Ground Control II: Operation Exodus,80,8.6,PC
Mega Man Anniversary Collection,81,8.6,PS2
Mega Man Anniversary Collection,81,8.6,GC
MTV Music Generator 3: This Is the Remix,79,8.6,PS2
Classic NES Series: Super Mario Bros.,84,8.6,GBA
River City Ransom EX,75,8.6,GBA
Transformers,75,8.6,PS2
La Pucelle: Tactics,79,8.6,PS2
Red Dead Revolver,74,8.6,XBOX
Onimusha 3: Demon Siege,85,8.6,PS2
All-Star Baseball 2005,72,8.6,PS2
Tom Clancy's Splinter Cell Pandora Tomorrow,93,8.6,XBOX
MVP Baseball 2004,90,8.6,PS2
Pitfall: The Lost Expedition,73,8.6,GC
MX Unleashed,81,8.6,XBOX
Legacy of Kain: Defiance,70,8.6,PC
The Sims Bustin' Out,81,8.6,XBOX
Prince of Persia: The Sands of Time,89,8.6,PC
Star Wars Jedi Knight: Jedi Academy,76,8.6,XBOX
Metal Arms: Glitch in the System,81,8.6,PS2
Mario Kart: Double Dash!!,87,8.6,GC
Bloody Roar 4,59,8.6,PS2
The Hobbit,59,8.6,PS2
Sphinx and the Cursed Mummy,78,8.6,PS2
Sphinx and the Cursed Mummy,79,8.6,XBOX
The Lord of the Rings: The Return of the King,85,8.6,PS2
Gladius,79,8.6,XBOX
The Sims: Makin' Magic,80,8.6,PC
Billy Hatcher and the Giant Egg,71,8.6,GC
Neighbors from Hell,69,8.6,PC
Star Wars Jedi Knight: Jedi Academy,81,8.6,PC
The Simpsons: Hit & Run,78,8.6,PS2
XGRA: Extreme-G Racing Association,68,8.6,PS2
Hunter: The Reckoning Wayward,68,8.6,PS2
F-Zero GX,89,8.6,GC
Buffy the Vampire Slayer: Wrath of the Darkhul King,44,8.6,GBA
Mega Man Battle Network 3 White,77,8.6,GBA
Bloody Roar Extreme,61,8.6,XBOX
Blitzkrieg,74,8.6,PC
NBA Street Vol. 2,90,8.6,PS2
Tom Clancy's Splinter Cell,89,8.6,GC
Midnight Club II,85,8.6,PS2
Jurassic Park: Operation Genesis,69,8.6,XBOX
World Series Baseball 2K3,89,8.6,XBOX
IL-2 Sturmovik: Forgotten Battles,86,8.6,PC
Xenosaga Episode I: Der Wille zur Macht,83,8.6,PS2
Resident Evil 3: Nemesis,62,8.6,GC
Panzer Dragoon Orta,90,8.6,XBOX
Mystic Heroes,67,8.6,PS2
Fatal Frame,77,8.6,XBOX
Super Monkey Ball Jr.,82,8.6,GBA
Tom Clancy's Splinter Cell,93,8.6,XBOX
Harry Potter and the Chamber of Secrets,77,8.6,PC
Sonic Mega Collection,75,8.6,GC
Contra Advance: The Alien Wars EX,70,8.6,GBA
Project Nomads,62,8.6,PC
WWE SmackDown! Shut Your Mouth,82,8.6,PS2
Doom II,77,8.6,GBA
RollerCoaster Tycoon 2,74,8.6,PC
Conflict: Desert Storm,55,8.6,PS2
Sly Cooper and the Thievius Raccoonus,86,8.6,PS2
Battlefield 1942,89,8.6,PC
Ty the Tasmanian Tiger,68,8.6,XBOX
Super Mario Sunshine,92,8.6,GC
NFL Blitz 20-03,73,8.6,PS2
NFL Fever 2003,72,8.6,XBOX
C-12: Final Resistance,63,8.6,PS
Rock Manager,62,8.6,PC
Dropship: United Peace Force,78,8.6,PS2
Star Wars Jedi Knight II: Jedi Outcast,89,8.6,PC
Army Men: RTS,67,8.6,PC
Blood Omen 2,67,8.6,PS2
NBA Street,88,8.6,GC
Serious Sam: The Second Encounter,85,8.6,PC
Medal of Honor: Allied Assault,91,8.6,PC
Rally Trophy,82,8.6,PC
Frequency,83,8.6,PS2
S.W.I.N.E.,65,8.6,PC
Wario Land 4,88,8.6,GBA
NHL Hitz 20-02,79,8.6,GC
Halo: Combat Evolved,97,8.6,XBOX
Battle Realms,82,8.6,PC
Oddworld: Munch's Oddysee,80,8.6,XBOX
Devil May Cry,94,8.6,PS2
Looney Tunes: Sheep Raider,72,8.6,PS
Phantasy Star Online Ver. 2,80,8.6,DC
Trade Empires,69,8.6,PC
Twisted Metal: Black,91,8.6,PS2
Tribes 2,88,8.6,PC
Daytona USA,86,8.6,DC
Fear Effect 2: Retro Helix,84,8.6,PS
Blade of Darkness,75,8.6,PC
Grandia II,90,8.6,DC
Capcom vs. SNK,80,8.6,DC
Armored Core 2,78,8.6,PS2
NASCAR Heat,81,8.6,PC
San Francisco Rush 2049,84,8.6,DC
Tokyo Xtreme Racer 2,79,8.6,DC
Donkey Kong 64,90,8.6,N64
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",80,8.6,PC
Ape Escape,90,8.6,PS
Street Fighter Alpha 3,93,8.6,PS
Star Wars: Rogue Squadron,85,8.6,N64
Shogo: Mobile Armor Division,88,8.6,PC
Gran Turismo,96,8.6,PS
Star Wars Jedi Knight: Dark Forces II,91,8.6,PC
Mario Kart 64,83,8.6,N64
Circle of Blood,80,8.6,PC
Wipeout XL,93,8.6,PS
Time Commando,80,8.6,PC
Mega Man 11,76,8.5,XONE
Mega Man X Legacy Collection,84,8.5,Switch
Crash Bandicoot N. Sane Trilogy,78,8.5,Switch
LIMBO,83,8.5,Switch
Radiant Historia: Perfect Chronology,85,8.5,3DS
Shadow of the Colossus,91,8.5,PS4
DOOM,79,8.5,Switch
Mario & Luigi: Superstar Saga + Bowser's Minions,81,8.5,3DS
Cuphead,86,8.5,XONE
Golf Story,78,8.5,Switch
Mario + Rabbids: Kingdom Battle,85,8.5,Switch
Yakuza Kiwami,80,8.5,PS4
Sonic Mania,86,8.5,PS4
Darkwood,80,8.5,PC
NieR: Automata,84,8.5,PC
The Legend of Zelda: Breath of the Wild,97,8.5,Switch
Her Majesty's SPIFFING,66,8.5,XONE
Motorsport Manager,81,8.5,PC
Phoenix Wright: Ace Attorney - Spirit of Justice,81,8.5,3DS
The Legend of Heroes: Trails of Cold Steel II,80,8.5,VITA
Slain: Back from Hell,74,8.5,PC
Day of Infamy,77,8.5,PC
Kirby: Planet Robobot,81,8.5,3DS
Dark Souls III,89,8.5,PC
Danganronpa: Trigger Happy Havoc,82,8.5,PC
Agatha Christie: The ABC Murders,66,8.5,PC
Tales from the Borderlands: A Telltale Game Series,85,8.5,PC
Yoshi's Woolly World,78,8.5,WIIU
System Shock: Enhanced Edition,85,8.5,PC
Freedom Planet,84,8.5,WIIU
Shadow Blade: Reload,70,8.5,PC
Life is Strange: Episode 4 - Dark Room,81,8.5,PS4
Luckslinger,76,8.5,PC
Final Fantasy X / X-2 HD Remaster,84,8.5,PS4
Life is Strange: Episode 2 - Out of Time,73,8.5,XONE
The Talos Principle,85,8.5,PC
Phoenix Wright: Ace Attorney Trilogy,81,8.5,3DS
Hatsune Miku: Project Diva F 2nd,81,8.5,VITA
Lords of Xulima,71,8.5,PC
Tetrobot and Co.,77,8.5,WIIU
BlazeRush,66,8.5,PC
Art of Balance,82,8.5,WIIU
Dark Souls II: Crown of the Ivory King,83,8.5,X360
The Walking Dead: Season Two Episode 5 - No Going Back,78,8.5,PC
Tales of Xillia 2,71,8.5,PS3
The Wolf Among Us: Episode 4 - In Sheep's Clothing,74,8.5,X360
Soul Sacrifice Delta,82,8.5,VITA
Tesla Effect: A Tex Murphy Adventure,68,8.5,PC
Child of Light,84,8.5,WIIU
BioShock Infinite: Burial at Sea - Episode Two,80,8.5,PC
BioShock Infinite: Burial at Sea - Episode Two,84,8.5,X360
South Park: The Stick of Truth,85,8.5,PS3
South Park: The Stick of Truth,82,8.5,X360
The Walking Dead: Season Two Episode 2 - A House Divided,81,8.5,PC
The Walking Dead: Season Two Episode 2 - A House Divided,82,8.5,PS3
Rayman Legends,90,8.5,PS4
The Walking Dead: Season Two Episode 1 - All That Remains,78,8.5,PC
